Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
phyR,20.39100019,20.32838567,21.01072478,20.68363204,21.05032696,21.18428698
CCNA_03618,21.07071059,20.76813908,20.9681774,20.98946934,21.17529857,20.97687174
CCNA_03641,21.61283791,21.39194419,21.1233207,20.93847694,21.09764125,21.1422068
CCNA_03731,17.34342864,16.9053635,17.34689458,17.45273994,17.62934239,17.67376454
CCNA_03181,18.309503,18.11969093,18.15150219,17.66511381,17.92155042,17.61482485
CCNA_03186,16.56306218,16.57025597,16.84622493,16.55265409,16.87987038,17.38894222
cpaM,17.44927764,17.43314529,17.28328735,16.97365253,17.07095948,17.18717807
CCNA_03172,17.64294013,17.35242281,17.28906427,16.89947494,17.05695517,16.69832485
CCNA_03806,20.43430651,20.26796623,20.31606051,20.28432709,20.58829374,20.36666372
CCNA_03830,18.65543289,18.43530401,18.198493,18.32921822,18.34533594,18.00563551
CCNA_03835,20.98349745,20.99520956,21.56136813,21.11534089,21.41415874,21.77168934
CCNA_03867,18.66090816,18.45286057,17.96966757,18.15615222,18.37296706,18.16014718
CCNA_03862,16.8480605,17.0617087,17.59877948,17.19873278,17.24952089,17.3250946
kidO,16.50686541,16.10617441,16.15408629,16.26337925,16.62556616,16.2672439
rfbB,19.21842607,18.91201802,19.31391488,20.06684075,20.34451264,20.50736494
hpf,20.89999115,20.62488825,20.11743511,21.51214824,21.69744273,21.62270069
CCNA_03857,20.21679321,20.10098052,19.93076043,19.65235484,19.82680914,19.71650802
CCNA_03242,18.65986353,18.68126587,18.33634093,18.23495773,18.47872223,18.26205813
cenR,19.64644269,19.33024729,19.38648142,19.38382662,19.72252406,19.51512616
CCNA_03502,20.29636509,20.03442823,19.76697528,20.03227716,20.1068696,19.78701616
CCNA_03751,21.29838034,21.12773493,21.11324363,20.80679818,21.00051448,21.00853805
rimM,18.03440136,17.82891744,17.94655223,17.65808593,17.88577977,17.72234061
rplI,23.76263508,23.68560089,23.14707633,23.09733583,23.18271198,22.90501454
rpsF,23.35474332,23.23413621,22.52874215,22.666224,22.73403065,22.58962006
rpsP,22.04373489,21.87631459,21.29854815,21.35546939,21.55693259,20.96056198
trpD,19.76174275,19.70355553,19.50722943,19.55670811,19.81968639,19.59559623
pcm,19.6554853,19.31344994,19.46461355,18.99067461,19.30996921,19.13778667
fliM,16.32592027,16.32375848,15.76168108,16.08630212,16.23403152,17.25663256
proB,18.0107794,17.72627139,17.87237429,17.87081019,18.09666369,17.9638105
murB,18.57857908,18.52068006,19.0264532,18.36054706,18.5616012,19.0228825
engB,19.68782331,19.34563914,19.15595465,19.22369065,19.50697772,19.3628171
rutA,17.29230366,17.21560883,17.82773965,18.35900311,18.56885421,18.42992157
greA,22.61580383,22.62386185,23.27326973,22.38939922,22.60011889,22.71803947
ubiG,20.27002151,20.03671023,20.26464876,19.96620689,20.09106859,19.85091628
aroK,18.73357148,18.3417794,18.78953364,18.45955969,18.49517579,18.42053596
rplO,22.7298265,22.57763904,21.93466703,22.31107864,22.38521784,21.99244604
rpsM,21.41017804,21.03079644,20.46702437,21.85448949,21.977885,21.38706019
trpA,20.77788135,20.7833276,21.32997367,20.80364871,21.04173133,21.02580464
cmk,19.32814458,18.9666012,19.58279251,19.29855934,19.58779949,19.7504682
coaE,19.25589531,18.93525715,19.88208178,19.3322595,19.53867395,19.45837858
CCNA_00514,17.13911163,16.92763909,17.36854056,17.25081653,17.46443407,17.63133339
proC,17.30812568,17.21750338,17.98420704,17.74838942,17.88010961,18.02171741
CCNA_00602,16.11823139,15.92342034,15.16620232,15.50547044,15.61766834,15.86266157
CCNA_00079,19.20344838,18.66344692,18.51437504,18.18766137,18.67317793,18.53696808
CCNA_00090,16.84131864,16.78953364,17.52947631,17.28193003,17.58350886,17.71933534
CCNA_00118,15.62978349,15.02933037,15.1341054,15.99110106,16.21192631,16.08796001
CCNA_00266,17.72866458,17.79886411,18.25243445,18.71424552,19.14576799,19.2513021
gloB,19.5000288,19.40078773,20.17108882,19.72447388,19.92025689,19.97337226
CCNA_00001,17.30581239,17.05769564,16.31905464,16.7872394,16.94123105,16.64877887
CCNA_00971,18.97740292,18.90218666,19.67598803,19.34334189,19.65693455,19.9118864
CCNA_00027,17.80712848,18.0340789,17.30162123,17.39790856,17.57754684,18.16388549
CCNA_00609,17.74871699,17.43794709,17.06896717,17.15797845,17.28093385,17.12393951
CCNA_00096,19.07835411,19.06623638,19.84796878,19.37740119,19.62624376,19.68294659
CCNA_00422,17.9780736,17.94163225,18.38249738,18.1130401,18.34598558,18.46455373
CCNA_00500,17.66989543,17.44111241,18.47409408,18.12434348,18.35840224,18.01846101
CCNA_00824,18.35771522,17.81896906,17.5320667,18.15392801,18.38110353,18.07890132
CCNA_00516,17.70238916,17.3639294,16.92613381,16.80145576,17.03337998,16.8922582
CCNA_00359,22.35380157,22.15539267,22.30996921,22.19526406,22.40569307,22.1357719
CCNA_00454,16.8962851,16.63919937,16.04020409,16.63976464,16.70994538,16.78148779
CCNA_00506,22.30410284,22.37848643,21.51094184,21.52917125,21.68935991,22.26656581
CCNA_01297,17.64898947,17.98192399,17.78142375,15.85982594,15.98528606,15.98444071
CCNA_00782,18.58593078,18.31606051,18.15792912,17.93882149,18.05101771,17.73892349
cydA,19.1422816,19.09746122,18.71095438,19.13149528,19.21842607,18.94452334
msrA,20.0194387,20.06421121,20.87071991,20.48551881,20.84414179,20.76376998
CCNA_00837,15.73086812,15.13181678,15.88025314,15.32245633,15.63886011,15.1904806
CCNA_01417,19.00640279,18.94746572,19.59948794,18.98250902,19.18650118,18.74366422
CCNA_01445,21.03536831,20.65097108,20.9316407,20.53136242,20.79772484,20.50183718
CCNA_00838,15.82366578,15.82964842,15.93656893,15.47677784,15.68203444,15.73518578
atpF,20.8619653,22.00716965,21.02729049,19.49038476,19.67703826,19.53508929
CCNA_01214,18.36960587,18.18534005,17.87351621,17.81903145,17.86017766,17.65927124
CCNA_00921,19.48563673,19.06444807,19.26019826,19.06681448,19.2249626,19.0610758
CCNA_00979,17.33367949,17.11888026,16.73608477,16.60013069,16.74871699,16.48298123
CCNA_00444,16.54404375,16.02050255,14.9928056,16.37169158,16.47728395,16.16195852
CCNA_01574,18.36358725,18.00618361,17.5674808,17.89711277,18.08514046,17.80794603
bioA,17.83293945,17.77107674,18.63193726,18.13244952,18.44822925,18.3165909
CCNA_00567,16.12654316,16.04005422,16.37073848,15.97962615,16.15406651,16.02883416
CCNA_01018,17.58218609,17.46363612,18.40266236,18.01704761,18.27721474,18.07639809
CCNA_01033,17.94683776,17.54026428,17.91081837,17.5777681,17.74353274,17.77982193
CCNA_00585,16.50994507,16.26590801,16.52869828,16.79918042,17.08462156,16.89308818
CCNA_01439,17.94666644,17.87068981,18.13821179,17.69309214,17.91327512,17.84260815
CCNA_01794,15.78736696,15.58660526,15.49940992,15.72858487,16.10676739,15.98726401
CCNA_01831,17.15085792,17.04548239,17.61245099,17.32860481,17.47215138,17.3223683
CCNA_00680,15.83642025,15.54481354,16.07179752,16.09471689,16.32111776,16.23972904
CCNA_01226,18.13340314,18.03111963,17.63033823,17.32122348,17.41790195,17.15155174
CCNA_01625,17.54660813,17.29661155,17.47088126,17.19229281,17.45499001,17.29311237
CCNA_01375,19.41377666,19.3483867,20.18107459,19.81221492,20.11768875,20.21892265
CCNA_00881,19.1759442,18.99653417,18.73502708,18.78183993,18.89634423,18.68328936
CCNA_01808,15.53092445,15.31380419,15.12185725,14.98401785,15.16136811,15.23421868
CCNA_01864,18.87774545,18.51071009,18.62074247,18.64057682,18.8231744,18.55221128
rbsK,20.36900939,20.22281848,21.11139806,20.47466846,20.78946997,20.7521356
CCNA_01629,20.7163238,20.55740013,19.77577744,20.11806913,20.20466666,19.84312978
lipB,18.14673771,17.92503281,18.34160569,18.42947213,18.57255961,18.41447879
CCNA_02108,16.32704382,16.13568925,16.26925455,16.18402298,16.19790777,16.21759804
CCNA_01909,16.21786306,15.77830818,16.03801874,16.36315944,16.57161934,16.33662859
CCNA_01841,15.78061666,16.06476381,15.53952235,16.58237724,16.7441243,17.24506985
CCNA_02203,20.92969185,20.77313921,20.87642702,20.78140774,20.79415882,20.44879386
CCNA_01429,20.92781268,20.71238258,20.85991994,20.65026994,20.8963738,21.00168307
CCNA_01960,22.8014005,22.56188084,22.73708804,22.57982691,22.73665462,22.56413925
CCNA_02339,20.28308383,20.01685724,20.13558405,20.44828976,20.62247728,20.29602894
CCNA_01531,19.82290998,19.69773118,20.4604399,20.24516272,20.42644495,20.48069555
CCNA_02443,19.69859616,19.56942917,19.70029069,19.82266107,20.0996971,19.93416309
spmX,18.18693636,18.10799348,17.72073858,17.91485225,18.04915723,18.04676166
CCNA_02190,17.60306123,17.50904816,16.66455839,17.13991102,16.99854636,16.90077249
CCNA_01714,19.29920802,19.22088369,18.99727873,18.95500846,19.34644015,19.76640921
CCNA_02256,17.10175003,16.98114358,16.54144454,16.85452753,17.02009013,16.62285259
CCNA_01786,17.84646981,17.12019737,16.64160022,17.70954158,17.93951035,17.42283677
CCNA_02964,20.96331663,20.99948258,21.56332477,21.15641149,21.44712965,21.41421037
CCNA_02744,17.12555473,16.81515811,17.03681753,16.79918042,17.09537642,17.00853805
CCNA_02501,14.7588478,14.48312298,12.8054416,14.45127552,14.6507152,14.45217688
CCNA_02516,20.11375234,19.5288852,19.78862594,19.44957991,19.6044917,18.70076481
CCNA_01947,20.30863678,20.00374299,20.15214618,19.67481639,19.8799601,19.76495256
mmpA,19.13458174,18.84113433,18.55513581,18.50982139,18.57296662,18.09491272
CCNA_02853,17.17971475,16.91974788,16.48428795,16.57791558,16.68592592,16.5528942
CCNA_03283,17.62620811,17.49255737,17.76402925,17.72693656,17.93116456,17.50958946
CCNA_02153,17.50463281,17.04206545,17.87795509,17.85306584,18.12105791,18.10896339
CCNA_02709,19.9732321,19.73907188,20.62310273,20.06210413,20.51296803,20.36645029
tolQ,20.73256163,20.52917125,20.01168043,19.85122138,19.95034515,19.47822848
CCNA_03446,16.80473605,16.5977907,16.5263464,16.46013589,16.93525715,16.96510786
CCNA_02854,19.97589274,19.52609801,19.70078174,19.83679622,19.99106229,19.92561239
CCNA_02889,20.68243229,20.73040711,20.9186711,20.52056497,20.42981944,20.51084528
CCNA_02881,16.02637215,16.00711489,16.44255479,16.29704163,16.39365859,16.29935114
CCNA_02910,18.29688037,17.96075993,17.51876071,18.06613125,18.1713332,17.80164521
CCNA_02912,17.18833771,16.59479112,16.31644064,17.20361565,17.60631845,17.50051515
CCNA_02946,16.95333254,16.68920632,17.58827544,17.16182078,17.51537645,17.65634106
CCNA_03586,16.56654465,16.29956579,16.03116272,16.62371006,16.84536753,16.40054593
CCNA_03331,19.63080036,19.37275456,19.92456897,19.80031854,20.04380163,20.21347449
trpF,18.42763203,18.07064508,18.17392108,18.23911367,18.44786617,18.11593774
CCNA_03031,18.77603457,18.53617131,18.43477481,18.444109,18.5916027,18.34628864
cysQ,19.30601272,19.21887537,19.79309523,19.32726755,19.50987936,19.23107114
CCNA_03609,21.82652211,21.7369023,21.68876254,22.82504728,22.96931976,23.24926336
CCNA_02658,21.64482447,21.28528707,21.29977817,21.15196044,21.33052085,21.29496395
CCNA_03271,16.64835758,16.62798978,16.60303225,18.63587397,18.70387654,18.5434397
CCNA_03281,23.71931445,23.49350563,23.52468327,22.35339777,22.63717055,22.3826082
CCNA_03328,17.53358829,17.43444905,18.29647712,17.9841514,18.17006197,17.91864199
CCNA_03748,18.39845145,18.35225038,19.20929153,18.71859977,18.99161595,19.11766339
CCNA_03409,18.74861873,18.54351522,18.52741592,18.55247398,18.77950135,18.69618649
CCNA_03769,21.75380924,21.31368243,21.28816315,21.78735899,21.93156857,21.91856193
CCNA_03421,16.77841086,16.56837181,16.28196624,16.68263803,16.83577904,16.87339605
CCNA_03593,16.64399707,16.52805724,17.17757526,16.72560591,16.94797931,16.9813666
CCNA_03610,18.634102,18.4943556,18.7340017,18.88485616,19.10965214,18.99512673
CCNA_03012,23.28968347,23.04208216,23.35097262,22.77309895,22.98375837,22.84151444
fzlA,17.54969444,17.040675,16.97846469,17.27893942,17.50866138,17.4901301
CCNA_03277,18.71427906,18.47559887,18.5888976,18.57787871,18.76891443,18.74310536
proA,18.80473605,18.54294872,18.15229475,19.02493944,19.21958451,19.04107623
CCNA_03922,17.17504268,16.6926155,15.55874954,17.0278844,17.25736943,16.60681002
secB,22.84712771,22.67529895,22.96474486,22.40530354,22.54576013,22.43890655
ispDF,19.32926202,19.14412546,19.41740754,19.35786553,19.70715014,19.55818526
lpxA,19.6494632,19.83456055,19.07592825,19.44421012,19.55616549,20.51739643
dnaA,16.33460501,15.769218,15.24566411,15.99810557,16.23247714,15.67079454
trmB,19.70161105,19.07030442,19.28631409,19.62606548,19.80347529,19.64689968
tatB,18.95262182,18.86954565,18.55074679,17.26673165,17.30269247,17.26910841
CCNA_00059,21.32350122,21.18610215,21.87567737,21.61481587,21.79740822,21.86661336
rph,21.54820857,21.53269455,21.33396332,20.90308453,21.05430754,21.14687441
recF,16.76655479,16.18883994,15.18014227,16.72147306,16.96092957,16.89202097
dapE,19.32779383,19.18517065,19.9685993,19.55099097,19.75964766,19.78095941
lpxK,17.89516106,17.48707063,17.43102416,17.42963558,17.56040748,17.3805118
cheD,20.12867908,19.81249697,20.04740087,19.63840409,19.88983962,19.73854422
CCNA_02521,18.61662063,18.2791662,18.37538737,18.27521516,18.42250831,18.31915169
rplJ,23.39884805,23.21351899,22.53160039,22.76985479,22.80664087,22.28401638
groES,24.29712114,23.98085082,24.73794419,24.22059147,24.49044842,24.31153602
efp,22.73024125,22.50288132,23.1883679,22.45244336,22.66120834,22.40683508
CCNA_03352,20.29097729,20.03133506,20.87252459,20.37145762,20.76765428,20.62987596
rplN,22.05354545,21.71690987,21.04586896,21.5936829,21.55856832,20.86415893
rpsH,23.16000249,23.04515239,22.36508892,22.47938853,22.60073143,22.39689008
rplQ,22.7926108,22.49818892,21.84452495,22.40408234,22.46714879,21.73756259
ispE,17.31167737,17.0470813,17.47080184,17.44370442,17.66767984,17.83021808
CCNA_03496,19.0153606,18.48569568,17.87765559,18.94171821,19.16584915,18.9453238
atpH,21.14444914,22.1888508,21.14145858,19.49417979,19.67055252,20.02445254
uxaC,17.71001267,17.54404375,17.34360214,17.24785336,17.38894222,17.28969472
rpoZ,20.98412358,20.79534847,20.0919725,20.55702611,20.67409225,20.53886337
lnt,16.80397972,16.75094246,16.50373259,16.47164346,16.57243378,16.13761159
ppa,22.6154671,22.47978322,22.50801815,21.95978408,22.10123707,22.07110355
corC,19.55725053,19.26858312,19.07571938,19.16651128,19.29526672,19.18611424
mviN,18.41332216,18.14902265,17.81722102,17.64610864,17.75623053,17.35578123
CCNA_00415,17.09124942,16.56015368,16.58289172,16.44461052,16.62642202,16.30680934
CCNA_00803,20.07652857,19.71821511,19.92733527,20.0348312,20.25649435,20.28455303
CCNA_00221,19.63167088,19.63159984,19.80895161,19.2885462,19.53394943,19.31954865
xylX,16.80019213,16.54778321,16.90206887,16.41730863,16.59984022,16.36170394
trmL,18.62731301,18.36174677,18.79974959,18.52837017,18.66847645,18.77217279
CCNA_00301,17.05144263,16.99656176,17.67858639,17.31380419,17.67879268,17.76448288
CCNA_00592,18.33070684,18.20175063,18.28554671,18.01568727,18.27170922,18.12661374
CCNA_00363,19.78449427,19.25338124,19.58104607,19.59652465,19.76566488,19.43396028
CCNA_00124,21.84145685,21.54453435,21.77607474,22.28785326,22.4898362,21.98686836
CCNA_00234,17.67645298,17.62185156,18.15704095,18.17338435,18.36896678,18.2038068
CCNA_00369,17.46187907,17.31415836,16.73634908,16.83157941,17.11583617,16.95617194
CCNA_01172,20.60720387,20.63413747,19.82354762,20.11311643,20.35670557,20.65447171
CCNA_01182,18.07425647,17.93473901,18.82798768,18.46347648,18.51887595,18.40665345
CCNA_00909,19.0403807,18.75440475,18.9535599,18.65710906,18.85583571,18.67782973
CCNA_01213,18.40893505,18.0950673,17.79512648,17.77918071,17.8344834,17.55868976
CCNA_00934,17.56063137,17.47785311,17.93784505,17.16476947,17.12626082,16.86193502
CCNA_00939,18.19262994,17.41253677,17.09805265,17.84854959,18.10620508,17.89492431
CCNA_00519,20.47970923,20.29927511,20.51450988,20.3619609,20.6043107,20.56355753
CCNA_00727,20.10341588,19.91963151,20.61764323,20.25326581,20.3005045,20.42275467
mucR2,22.23461865,21.98349745,21.92770419,21.26419058,21.51749255,21.27150406
CCNA_00661,18.50086521,18.0621832,18.22222888,18.01552395,18.32452339,18.24965977
phoR,16.80473605,16.29241151,15.13442632,16.65452415,16.76279726,16.40842926
bamF,21.19802531,20.85825121,20.87275002,20.83822832,20.99286091,21.04826601
tipR,18.17006197,17.95270713,18.04697476,18.0529819,18.27603351,18.32610466
CCNA_00815,17.78494151,17.64343346,17.9263655,17.59433918,17.81127434,17.67224577
CCNA_00843,15.89609585,15.93753474,15.83839145,15.51791539,15.87224201,15.72363428
CCNA_00920,17.58812901,17.54728618,17.66490555,16.95424176,17.22693896,17.14589235
CCNA_00930,18.92549649,18.76694294,19.40920445,19.44210521,19.86037471,19.77975782
CCNA_01193,15.06373212,14.82505815,15.75136099,15.46725528,15.78729043,15.52970506
CCNA_01494,15.09737377,14.75754627,13.93976285,14.61442229,15.10476254,14.65854623
CCNA_01521,19.72994264,19.54122899,19.72153981,19.63172416,19.82309663,19.73796687
cheE,19.89071552,19.6952011,20.20836297,19.89822052,20.22175703,20.05761632
CCNA_01303,21.17157753,20.98593086,21.21756254,21.00716965,21.21637879,21.08971167
secY,19.94678065,20.31826917,19.01824365,17.762927,17.81565848,18.04521573
CCNA_01057,15.14485736,14.86060205,15.24707452,15.71668552,15.96230862,15.96485976
CCNA_01347,18.24339716,17.98693084,17.94094441,16.4823353,16.67231484,16.46679342
CCNA_01373,17.71940219,17.43843451,17.23902041,17.18408112,17.35732863,16.93306819
CCNA_01023,16.12066314,15.80473605,15.87164058,16.36353592,16.74819285,16.50901722
cysH,17.64110625,17.73383625,18.03144276,16.88786317,17.20981506,17.33612296
CCNA_01184,18.06749738,17.92891157,18.68684929,18.19234098,18.41542819,18.28156786
CCNA_01761,17.70671184,17.26095628,16.68674672,17.06213048,17.1926781,16.84045832
CCNA_01766,20.87229913,20.66422851,20.9595011,20.76611799,20.95475294,20.54754978
CCNA_00668,17.03585155,16.93399026,16.81290429,16.711425,16.75420899,16.78289586
CCNA_00690,22.12871055,21.58847675,21.85616257,21.43017687,21.67921376,21.3976997
CCNA_01242,24.11545203,23.766482,23.54968974,23.02774607,23.16194069,22.83782424
CCNA_01545,17.25736943,16.99942753,16.84328316,16.98804112,17.18126875,16.86350875
CCNA_01268,22.40155871,22.24913313,22.3005045,22.07300136,22.20484573,22.10514378
iolE,20.27082,20.19964359,20.99865653,20.42797979,20.62176215,20.6569171
CCNA_00757,15.8166587,15.58581345,15.99107891,15.67314342,15.74947665,15.46951463
CCNA_01932,17.72893024,17.54147479,17.51591539,17.2842819,17.46809897,17.11044253
CCNA_01344,19.58134036,19.39987036,19.50540841,19.68703731,19.78169588,19.6222449
CCNA_01641,16.47943293,16.15442258,16.31079027,15.95085202,15.96785667,15.91781493
CCNA_01706,15.88871947,15.8502601,15.57107118,15.82550541,16.03692482,16.18450734
